available_dl_prbs,available_ul_prbs,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,4623524,30108,49556,745,76,0,14,0,54432,15,0,0,30,104.523,22,28,27.8831,154
100,100,4623524,29432,49556,714,92,0,16,0,55056,15,0,0,30,104.468,21.8649,37,27.8757,185
100,100,4623524,32084,49572,769,100,0,18,0,69280,15,0,0,30,104.508,21.7,40,27.8696,184
100,100,4759510,31252,49660,705,3,0,3,0,14728,15,0,0,30,0,0,5,0,2
100,100,4623524,33280,50792,798,25,0,8,0,21216,15,0,0,30,104.348,21.3158,19,27.9344,61
100,100,4623524,33124,49696,740,42,0,5,0,21128,15,0,0,30,104.53,22.1,10,27.8737,95
100,100,4623524,33072,49560,802,46,0,13,0,40680,15,0,0,30,104.489,22.1071,28,27.9032,93
100,100,4623524,30732,49560,782,60,0,13,0,40104,15,0,0,30,104.442,20.2593,27,27.8293,123
100,100,4623524,30368,49556,736,75,0,13,0,48008,15,0,0,30,104.527,21.125,24,27.922,141
100,100,4759510,29536,50264,703,77,0,15,0,52136,15,0,0,30,104.47,21.641,39,27.8995,199
100,100,4623524,30420,50308,743,106,0,21,0,67608,15,0,0,30,104.456,21.4773,44,27.8643,221
100,100,4623524,30732,49568,720,15,0,1,0,4136,15,0,0,30,0,0,2,27.9211,38
100,100,4623524,31928,49544,747,22,0,5,0,18408,15,0,0,30,104.525,22.2857,7,27.6316,38
100,100,4623524,30680,49528,742,32,0,5,0,18536,15,0,0,30,104.504,22.3,10,27.7206,68
100,100,4686608,30732,49560,723,46,0,10,0,28640,15,0,0,30,104.385,21.2381,21,27.8851,87
100,100,4696426,29588,50476,707,48,0,9,0,34984,15,0,0,30,104.508,22.2778,18,27.9358,109
100,100,4623524,33644,50064,823,75,0,13,0,58744,15,0,0,30,104.529,22.0476,21,27.9139,151
100,100,4623524,33696,49556,770,80,0,17,0,65352,15,0,0,30,104.493,22.4545,33,27.8038,158
100,100,4623524,33956,49568,820,92,0,17,0,71896,15,0,0,30,104.525,22.0588,34,27.4355,186
100,100,4623524,31408,49556,752,0,0,0,0,0,15,0,0,0,0,0,0,0,0
100,100,4759510,31772,50156,733,15,0,3,0,9016,15,0,0,30,104.501,21.6,5,27.9615,26
100,100,4623524,31044,50368,745,26,0,6,0,21456,15,0,0,30,104.496,21.8571,14,27.9322,59
100,100,4623524,31564,49508,740,40,0,6,0,18976,15,0,0,30,104.45,21.1429,14,27.9231,91
100,100,4623524,31616,49620,798,54,0,10,0,41056,15,0,0,30,104.517,21.381,21,27.8654,104
100,100,4623524,29692,49552,700,60,0,8,0,31936,15,0,0,30,104.531,22,15,27.9083,120
100,100,4623524,29692,49564,704,77,0,16,0,51824,15,0,0,30,104.479,21.2333,30,27.329,155
100,100,4759510,30160,50444,688,79,0,16,0,49856,15,0,0,30,104.301,21.0645,31,27.8122,181
100,100,4623524,29952,50136,721,104,0,19,0,72120,15,0,0,30,104.521,22.2564,39,27.7798,218
100,100,4623524,29744,49536,698,15,0,1,0,4136,15,0,0,30,104.53,22,3,27.9459,37
100,100,4623524,30212,49552,671,31,0,5,0,21768,15,0,0,30,104.541,22.1818,11,27.6833,60
100,100,4623524,29796,49544,753,32,0,7,0,24328,15,0,0,30,104.474,21.9375,16,27.6721,61
